dataset_id,source_name,source_url,question_number,question_text,option_count,choice_label_scheme,option_1,option_2,option_3,option_4,option_5,correct_answer_positions,correct_answer_letters,multiple_correct,reference
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,149,"Your organization has the choice between several internal projects it could run. In order to select projects, the organization assessed their strategic importance, investment requirements, and expected cash inflow from the projects' products, services and results. What should the organization assess in addition?",4,1..n in source answer key; options stored as ordered positions,The probability of changes to strategic goals.,The frequency of changes to strategic goals.,The assessments done should be sufficient.,The probability of the expected cash inflows.,,4,D,no,"Project Management, A Systems Approach to Planning, Scheduling and Controlling by Harold Kerzner, 12th edition, pages 373ff."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,150,Which of the following is not a forecasting method?,4,1..n in source answer key; options stored as ordered positions,Scenario building,Simulation,Time series method,Variance analysis,,4,D,no,"PMBOK® Guide 6th Edition, page 111."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,151,Processes of configuration management commonly include all of the following except:,4,1..n in source answer key; options stored as ordered positions,Configuration identification,Configuration status accounting,Configuration chartering,Configuration audit,,3,C,no,"PMBOK® Guide 6th Edition, pages 118-119; Practice Standard for Project Configuration Management ( https://drm.pmi.org/Default.aspx?doc=Practice_Standard_Project_Configuration_Mana gement.pdf&r=http://www.pmi.org/PMBOK-Guide-and-Standards/Standards-Library-of- PMI-Global-Standards.aspx)"
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,152,A project manager tracks the work of team members using a network logic diagram. Which effect will the presence of an actual finish date have on the calculation of float for the finished activity?,4,1..n in source answer key; options stored as ordered positions,Finished activities have only float left when they have been completed on schedule.,Calculating free float and total float is generally not reasonable for finished activities.,"When an activity has been finished, total float gets often converted to become free float.","When an activity has been finished, float gets often converted to become slack.",,2,B,no,"PMBOK® Guide 6th Edition, pages 210-211."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,153,Your project work has generally been finished and you want to commence a solid closing process for the project. What must have been attained to begin this process?,4,1..n in source answer key; options stored as ordered positions,The deliverables of the project must have been accepted.,The organizational process assets must have been updated.,"The final product, service or result transition must have been finished.",Lessons learned must have been organized into a data base.,,1,A,no,"PMBOK® Guide 6th Edition, page 121."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,154,The situational leadership model as defined by Paul Hersey and Ken Blanchard consists of the stages____.,4,1..n in source answer key; options stored as ordered positions,"Must-be requirements, one-dimensional requirements, attractive requirements","Telling, selling, participating, delegating","Direct style, instrumental style, relational style","Acquisition stage, learning stage, performance stage, exhaustion stage",,2,B,no,"The New Dynamic Project Management: Winning Through the Competitive Advantage by Deborah S. Kezsbom and Katherine A. Edward, 2nd Edition, pages 266- 275."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,155,A Pareto chart helps focusing on…,4,1..n in source answer key; options stored as ordered positions,…causes which create a repeating and often seasonal pattern of problems.,"…the minority of causes, which create the majority of problems and defects.",…special causes of process variations which should be investigated to avoid type 1 errors.,…the standard deviation of process variation which should not be investigated.,,2,B,no,"Project Management, A Systems Approach to Planning, Scheduling and Controlling by Harold Kerzner, 12th edition, pages 714-716."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,156,When should the project schedule be developed?,4,1..n in source answer key; options stored as ordered positions,As early into the project as possible. A committed schedule should be there before any initiating or planning processes are applied for the project.,During initiating. The definite project schedule should be developed concurrently with the project contract (if applicable) and the project charter.,Scheduling should be avoided. Agile approaches with a backlog and a weekly to 4-weekly meeting cycle are sufficient for modern project management.,"When most planning processes from time, scope, and procurement management have been finished. These will then be iterated when necessary.",,4,D,no,"PMBOK® Guide 6th Edition, page 205."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,157,What is wrong in this diagram?,4,1..n in source answer key; options stored as ordered positions,The data date must be accurately between weeks.,AC cannot be higher than PV when EV is lower.,EV cannot be assessed beyond the data date.,PV cannot be assessed beyond the data date.,,3,C,no,"PMBOK® Guide 6th Edition, page 264."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,158,What is the purpose of control limits?,4,1..n in source answer key; options stored as ordered positions,"Identifying ""rule of seven"" patterns in control charts.",Increasing process quality from 3σ to 6σ.,Specifying the range of acceptable results.,Identifying whether the process is in control or not. Project weeks Data date$ PV EV AC,,4,D,no,"PMBOK® Guide 6th Edition, page 274."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,159,What is not the main purpose of a final project report?,4,1..n in source answer key; options stored as ordered positions,"Preparing acceptance of the final product, service or result.",Making stakeholders aware that the project has been closed out.,Acknowledging what has been done and achieved by all contributors.,If a project has been cancelled before completion: Explaining the causes.,,1,A,no,"PMBOK® Guide 6th Edition, page 127; Identifying and Managing Project Risk: Essential Tools for Failure-Proofing Your Project by Tom Kendrick, Second Edition, page 323."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,160,You are managing a project that bears a risk to either permanently damage or strongly improve the reputation of the performing organization with its customer base. You decide to call a meeting with the organization's management to make them aware of the issue and discuss possible options. Which risk response strategy are you applying?,4,1..n in source answer key; options stored as ordered positions,Active acceptance,Transfer,Passive acceptance,Escalate,,4,D,no,"PMBOK® Guide 6th Edition, pages 442, 444."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,161,"A project manager has developed various risk response strategies for a high-risk project. When presenting some of the results, she emphasizes the importance of putting the responses into action instead of leaving them documented as a plan that might get forgotten. Which process is she most likely referring to?",4,1..n in source answer key; options stored as ordered positions,Plan risk management,Implement risk responses,Monitor risks,Plan risk responses,,2,B,no,"PMBOK® Guide 6th Edition, page 449."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,162,"For a project to replace an older ERP software with a more modern tool in an organization, you have identified a number of risks. You have documented them in a detailed list. A manger from executive level has asked you now to summarize the overall project risk exposure with appropriate metrics, as well as individual high-level risks along with a quick presentation of responses with their pros and cons. Which document is probably required by the person in this situation?",4,1..n in source answer key; options stored as ordered positions,Risk register,Risk management plan,Risk report,Risk traceability matrix,,3,C,no,"PMBOK® Guide 6th Edition, page 418."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,163,"In order to prepare yourself for a new project assignment that requires adaptive methods, you have developed a plan for how to tailor the project management approach using a combination of some agile principles with other, more predictive techniques. Regarding your own personal development, which aspect of the PMI talent triangle did you particularly address?",4,1..n in source answer key; options stored as ordered positions,Strategic & Business,Leadership,Technical,None of the above,,3,C,no,"PMBOK® Guide 6th Edition, page 58."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,164,"The organization for which you are currently managing an IT infrastructure project has informed you that they have hired an agile coach who is now available to help with several projects, including yours. In a meeting to get to know each other, the coach suggests to introduce regular project retrospectives. You are thinking about what the person might be referring to. What would be the best answer?",4,1..n in source answer key; options stored as ordered positions,"Meetings for the project team to look back into the recent past in order to identify lessons learned so far, and possible improvements",Meetings with the project sponsor to look into the long-term project future in order to identify possible necessary resource allocations,"Meetings with the key stakeholders to look at the latest deliverables in order to evaluate their validity and usefulness, as well as identify possible rework.",Meetings with power users of the software from within the company in order to define possible new development tasks.,,1,A,no,"PMBOK® Guide 6th Edition, page 224."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,165,"A project manager is asked to contribute to a document to describe what is intended to be achieved with a project once it is successfully finished, and how this will be measured. What could be the name of that document?",4,1..n in source answer key; options stored as ordered positions,Project management plan,Benefits management plan,Change management plan,Statement of work,,2,B,no,"PMBOK® Guide 6th Edition, page 33."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,166,Which of the following can usually be referred to as factors which trigger the need for a new project?,4,1..n in source answer key; options stored as ordered positions,"Meet regulatory, legal, or social requirements",Satisfy stakeholder requests or needs,Implement or change business or technological strategies,All of the above and more,,4,D,no,"PMBOK® Guide 6th Edition, page 9."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,167,What is a project business case?,4,1..n in source answer key; options stored as ordered positions,A documented economic feasibility study for a project,A more detailed statement of work for a project,A collection of management plans for a project,A breakdown of project scope for a project,,1,A,no,"PMBOK® Guide 6th Edition, page 30."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,168,Which type of Organizational Process Asset should be updated by the project team?,4,1..n in source answer key; options stored as ordered positions,"Processes, policies, and procedures",Corporate knowledge base,External enterprise environmental factors,Internal enterprise environmental factors,,2,B,no,"PMBOK® Guide 6th Edition, page 39-40."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,169,"What is not a characteristic of what is referred to as an ""organic organization""?",4,1..n in source answer key; options stored as ordered positions,Low project manager authority,Low resource availability,Full-time project management administrative staff,Flexible work groups,,3,C,no,"PMBOK® Guide 6th Edition, page 47."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,170,"Stakeholders such as suppliers, customers, and end users have what in common?",4,1..n in source answer key; options stored as ordered positions,They are in a similar sphere of influence by project managers,They always share common goals,They usually speak the same language,They usually don't interfere with project management,,1,A,no,"PMBOK® Guide 6th Edition, page 53."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,171,Which of the following is usually recognized as a form of power for a project manager?,4,1..n in source answer key; options stored as ordered positions,Legal power,Budgetary power,Reward-oriented power,Culture-oriented power,,3,C,no,"PMBOK® Guide 6th Edition, page 63."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,172,A project manager hears about an issue and decides to ask the project team about more details as to how and when this happened. Is this more of a team management or more of a team leadership approach in this moment?,4,1..n in source answer key; options stored as ordered positions,More of a team management approach,More of a team leadership approach,Both,Neither,,1,A,no,"PMBOK® Guide 6th Edition, page 64."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,173,A Scrum Master talks to you about the impact and value of servant leadership. What is the person probably referring to?,4,1..n in source answer key; options stored as ordered positions,The idea that an organization can be leaderless and still fully functioning.,The belief that wishes and requirements of a leader have no importance.,"The commitment to serve the team as a leader, and to put them first.",The idea of management by objectives when telling a team what to do.,,3,C,no,"PMBOK® Guide 6th Edition, page 65."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,174,What is a purpose of agile release planning?,4,1..n in source answer key; options stored as ordered positions,"Develop an early understanding what the final product, service or result will in exactly look like in the end.",Create a precise project schedule with long-term forecasts and accurate estimations,Providing a high-level summary timeline of the release schedule in less predictive projects,Outline the requirements in detail and make sure they are described as use cases,,3,C,no,"PMBOK® Guide 6th Edition, page 216."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,175,What is a product backlog?,4,1..n in source answer key; options stored as ordered positions,A description of what is to be delivered in a product,A to-do list of tasks to be finished,A breakdown of scope for an iteration,A time-phased list of technical requirements,,1,A,no,"PMBOK® Guide 6th Edition, page 131."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,176,What does an iteration burndown chart track?,4,1..n in source answer key; options stored as ordered positions,Work remaining to be completed for the product,Work remaining to be completed in the iteration backlog,Work finished so far in the iteration,Work ideally completed on average in every iteration,,2,B,no,"PMBOK® Guide 6th Edition, page 226."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,177,Which is not one of the five levels of increasingly effective quality management?,4,1..n in source answer key; options stored as ordered positions,Detect and correct defects before the customer finds them,Use quality assurance to examine and correct the process itself,Create a culture committed to quality throughout the organization,Write test cases before writing software code,,4,D,no,"PMBOK® Guide 6th Edition, page 275."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,178,Which is an advantage of self-organizing teams?,4,1..n in source answer key; options stored as ordered positions,Freedom of the project manager to make decisions,Faster decision-making processes by the project manager,Increased sense of responsibility of team members,Higher visibility of individual team members,,3,C,no,"PMBOK® Guide 6th Edition, page 310."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,179,Which is a category framework that is suitable for prompt lists?,4,1..n in source answer key; options stored as ordered positions,S.C.O.P.E.,V.U.C.A.,F.R.E.S.H.,S.O.F.T.E.N.,,2,B,no,"PMBOK® Guide 6th Edition, page 416."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,180,How are a procurement lifecycle and contracts related?,4,1..n in source answer key; options stored as ordered positions,A project procurement lifecycles for a project can include several contracts.,A contract lifecycle is always longer than a procurement lifecycle.,A project contract lifecycle should always equal a procurement lifecycle.,"Project lifecycle, contract lifecycle, and procurement lifecycle are unrelated.",,1,A,no,"Project Business Management by Oliver F. Lehmann, page 246."
