id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,domain,approach,difficulty,split,source
4671,A project manager is managing a Hybrid project. A risk identification arises related to people. What should the project manager do first?,Replace the responsible team member,Escalate immediately to the sponsor,Update the project plan accordingly,Ignore the issue temporarily,C,"The correct approach is update the project plan accordingly, aligned with PMI principles of proactive and collaborative management.",People,Hybrid,hard,train,synthetic_eco_v2
4672,A project manager is managing a Agile project. A communication breakdown arises related to process. What should the project manager do first?,Update the project plan accordingly,Replace the responsible team member,Escalate immediately to the sponsor,Ignore the issue temporarily,A,"The correct approach is update the project plan accordingly, aligned with PMI principles of proactive and collaborative management.",Process,Agile,hard,train,synthetic_eco_v2
4673,A project manager is managing a Hybrid project. A stakeholder disagreement arises related to business. What should the project manager do first?,Escalate immediately to the sponsor,Escalate only after evaluation,Ignore the issue temporarily,Replace the responsible team member,B,"The correct approach is escalate only after evaluation, aligned with PMI principles of proactive and collaborative management.",Business,Hybrid,medium,test,synthetic_eco_v2
4674,A project manager is managing a Predictive project. A resource shortage arises related to business. What should the project manager do first?,Escalate immediately to the sponsor,Replace the responsible team member,Escalate only after evaluation,Ignore the issue temporarily,C,"The correct approach is escalate only after evaluation, aligned with PMI principles of proactive and collaborative management.",Business,Predictive,medium,train,synthetic_eco_v2
4675,A project manager is managing a Hybrid project. A scope change request arises related to process. What should the project manager do first?,Escalate immediately to the sponsor,Facilitate a discussion with stakeholders,Replace the responsible team member,Ignore the issue temporarily,B,"The correct approach is facilitate a discussion with stakeholders, aligned with PMI principles of proactive and collaborative management.",Process,Hybrid,medium,train,synthetic_eco_v2
4676,A project manager is managing a Agile project. A communication breakdown arises related to business. What should the project manager do first?,Ignore the issue temporarily,Analyze the situation before acting,Replace the responsible team member,Escalate immediately to the sponsor,B,"The correct approach is analyze the situation before acting, aligned with PMI principles of proactive and collaborative management.",Business,Agile,medium,test,synthetic_eco_v2
4677,A project manager is managing a Hybrid project. A resource shortage arises related to process. What should the project manager do first?,Ignore the issue temporarily,Replace the responsible team member,Escalate only after evaluation,Escalate immediately to the sponsor,C,"The correct approach is escalate only after evaluation, aligned with PMI principles of proactive and collaborative management.",Process,Hybrid,easy,train,synthetic_eco_v2
4678,A project manager is managing a Hybrid project. A resource shortage arises related to people. What should the project manager do first?,Replace the responsible team member,Engage the team to find a solution,Ignore the issue temporarily,Escalate immediately to the sponsor,B,"The correct approach is engage the team to find a solution, aligned with PMI principles of proactive and collaborative management.",People,Hybrid,medium,test,synthetic_eco_v2
4679,A project manager is managing a Predictive project. A schedule delay arises related to business. What should the project manager do first?,Analyze the situation before acting,Escalate immediately to the sponsor,Ignore the issue temporarily,Replace the responsible team member,A,"The correct approach is analyze the situation before acting, aligned with PMI principles of proactive and collaborative management.",Business,Predictive,easy,train,synthetic_eco_v2
4680,A project manager is managing a Agile project. A team conflict arises related to business. What should the project manager do first?,Ignore the issue temporarily,Escalate immediately to the sponsor,Review risk response strategies,Replace the responsible team member,C,"The correct approach is review risk response strategies, aligned with PMI principles of proactive and collaborative management.",Business,Agile,medium,train,synthetic_eco_v2
4681,A project manager is managing a Agile project. A schedule delay arises related to people. What should the project manager do first?,Replace the responsible team member,Ignore the issue temporarily,Escalate immediately to the sponsor,Engage the team to find a solution,D,"The correct approach is engage the team to find a solution, aligned with PMI principles of proactive and collaborative management.",People,Agile,easy,validation,synthetic_eco_v2
4682,A project manager is managing a Predictive project. A communication breakdown arises related to process. What should the project manager do first?,Replace the responsible team member,Escalate immediately to the sponsor,Engage the team to find a solution,Ignore the issue temporarily,C,"The correct approach is engage the team to find a solution, aligned with PMI principles of proactive and collaborative management.",Process,Predictive,medium,train,synthetic_eco_v2
4683,A project manager is managing a Agile project. A team conflict arises related to business. What should the project manager do first?,Escalate immediately to the sponsor,Analyze the situation before acting,Replace the responsible team member,Ignore the issue temporarily,B,"The correct approach is analyze the situation before acting, aligned with PMI principles of proactive and collaborative management.",Business,Agile,hard,train,synthetic_eco_v2
4684,A project manager is managing a Hybrid project. A schedule delay arises related to process. What should the project manager do first?,Replace the responsible team member,Escalate immediately to the sponsor,Ignore the issue temporarily,Escalate only after evaluation,D,"The correct approach is escalate only after evaluation, aligned with PMI principles of proactive and collaborative management.",Process,Hybrid,easy,test,synthetic_eco_v2
4685,A project manager is managing a Agile project. A schedule delay arises related to process. What should the project manager do first?,Ignore the issue temporarily,Replace the responsible team member,Update the project plan accordingly,Escalate immediately to the sponsor,C,"The correct approach is update the project plan accordingly, aligned with PMI principles of proactive and collaborative management.",Process,Agile,hard,validation,synthetic_eco_v2
4686,A project manager is managing a Hybrid project. A quality issue arises related to process. What should the project manager do first?,Escalate immediately to the sponsor,Update the project plan accordingly,Ignore the issue temporarily,Replace the responsible team member,B,"The correct approach is update the project plan accordingly, aligned with PMI principles of proactive and collaborative management.",Process,Hybrid,hard,test,synthetic_eco_v2
4687,A project manager is managing a Predictive project. A resource shortage arises related to process. What should the project manager do first?,Update the project plan accordingly,Replace the responsible team member,Ignore the issue temporarily,Escalate immediately to the sponsor,A,"The correct approach is update the project plan accordingly, aligned with PMI principles of proactive and collaborative management.",Process,Predictive,hard,test,synthetic_eco_v2
4688,A project manager is managing a Predictive project. A communication breakdown arises related to process. What should the project manager do first?,Ignore the issue temporarily,Engage the team to find a solution,Escalate immediately to the sponsor,Replace the responsible team member,B,"The correct approach is engage the team to find a solution, aligned with PMI principles of proactive and collaborative management.",Process,Predictive,medium,test,synthetic_eco_v2
4689,A project manager is managing a Hybrid project. A risk identification arises related to business. What should the project manager do first?,Ignore the issue temporarily,Engage the team to find a solution,Replace the responsible team member,Escalate immediately to the sponsor,B,"The correct approach is engage the team to find a solution, aligned with PMI principles of proactive and collaborative management.",Business,Hybrid,medium,train,synthetic_eco_v2
4690,A project manager is managing a Predictive project. A communication breakdown arises related to business. What should the project manager do first?,Replace the responsible team member,Escalate immediately to the sponsor,Ignore the issue temporarily,Facilitate a discussion with stakeholders,D,"The correct approach is facilitate a discussion with stakeholders, aligned with PMI principles of proactive and collaborative management.",Business,Predictive,hard,train,synthetic_eco_v2
4691,A project manager is managing a Hybrid project. A risk identification arises related to business. What should the project manager do first?,Ignore the issue temporarily,Escalate immediately to the sponsor,Review risk response strategies,Replace the responsible team member,C,"The correct approach is review risk response strategies, aligned with PMI principles of proactive and collaborative management.",Business,Hybrid,medium,train,synthetic_eco_v2
4692,A project manager is managing a Hybrid project. A communication breakdown arises related to process. What should the project manager do first?,Replace the responsible team member,Ignore the issue temporarily,Facilitate a discussion with stakeholders,Escalate immediately to the sponsor,C,"The correct approach is facilitate a discussion with stakeholders, aligned with PMI principles of proactive and collaborative management.",Process,Hybrid,hard,test,synthetic_eco_v2
4693,A project manager is managing a Predictive project. A quality issue arises related to business. What should the project manager do first?,Escalate only after evaluation,Replace the responsible team member,Ignore the issue temporarily,Escalate immediately to the sponsor,A,"The correct approach is escalate only after evaluation, aligned with PMI principles of proactive and collaborative management.",Business,Predictive,hard,train,synthetic_eco_v2
4694,A project manager is managing a Agile project. A resource shortage arises related to process. What should the project manager do first?,Replace the responsible team member,Escalate immediately to the sponsor,Ignore the issue temporarily,Escalate only after evaluation,D,"The correct approach is escalate only after evaluation, aligned with PMI principles of proactive and collaborative management.",Process,Agile,hard,train,synthetic_eco_v2
4695,A project manager is managing a Predictive project. A risk identification arises related to process. What should the project manager do first?,Escalate immediately to the sponsor,Ignore the issue temporarily,Replace the responsible team member,Update the project plan accordingly,D,"The correct approach is update the project plan accordingly, aligned with PMI principles of proactive and collaborative management.",Process,Predictive,medium,train,synthetic_eco_v2
4696,A project manager is managing a Predictive project. A stakeholder disagreement arises related to process. What should the project manager do first?,Escalate immediately to the sponsor,Engage the team to find a solution,Replace the responsible team member,Ignore the issue temporarily,B,"The correct approach is engage the team to find a solution, aligned with PMI principles of proactive and collaborative management.",Process,Predictive,easy,train,synthetic_eco_v2
4697,A project manager is managing a Hybrid project. A communication breakdown arises related to process. What should the project manager do first?,Escalate immediately to the sponsor,Replace the responsible team member,Facilitate a discussion with stakeholders,Ignore the issue temporarily,C,"The correct approach is facilitate a discussion with stakeholders, aligned with PMI principles of proactive and collaborative management.",Process,Hybrid,medium,test,synthetic_eco_v2
4698,A project manager is managing a Agile project. A schedule delay arises related to process. What should the project manager do first?,Replace the responsible team member,Escalate immediately to the sponsor,Review risk response strategies,Ignore the issue temporarily,C,"The correct approach is review risk response strategies, aligned with PMI principles of proactive and collaborative management.",Process,Agile,hard,test,synthetic_eco_v2
4699,A project manager is managing a Predictive project. A team conflict arises related to business. What should the project manager do first?,Escalate immediately to the sponsor,Review risk response strategies,Replace the responsible team member,Ignore the issue temporarily,B,"The correct approach is review risk response strategies, aligned with PMI principles of proactive and collaborative management.",Business,Predictive,easy,validation,synthetic_eco_v2
4700,A project manager is managing a Hybrid project. A scope change request arises related to people. What should the project manager do first?,Ignore the issue temporarily,Replace the responsible team member,Escalate immediately to the sponsor,Review risk response strategies,D,"The correct approach is review risk response strategies, aligned with PMI principles of proactive and collaborative management.",People,Hybrid,medium,test,synthetic_eco_v2
4701,A project manager is managing a Predictive project. A resource shortage arises related to business. What should the project manager do first?,Analyze the situation before acting,Ignore the issue temporarily,Escalate immediately to the sponsor,Replace the responsible team member,A,"The correct approach is analyze the situation before acting, aligned with PMI principles of proactive and collaborative management.",Business,Predictive,hard,train,synthetic_eco_v2
4702,A project manager is managing a Predictive project. A schedule delay arises related to process. What should the project manager do first?,Ignore the issue temporarily,Escalate immediately to the sponsor,Replace the responsible team member,Facilitate a discussion with stakeholders,D,"The correct approach is facilitate a discussion with stakeholders, aligned with PMI principles of proactive and collaborative management.",Process,Predictive,easy,train,synthetic_eco_v2
4703,A project manager is managing a Agile project. A team conflict arises related to people. What should the project manager do first?,Escalate immediately to the sponsor,Ignore the issue temporarily,Replace the responsible team member,Review risk response strategies,D,"The correct approach is review risk response strategies, aligned with PMI principles of proactive and collaborative management.",People,Agile,hard,validation,synthetic_eco_v2
4704,A project manager is managing a Agile project. A risk identification arises related to people. What should the project manager do first?,Update the project plan accordingly,Ignore the issue temporarily,Replace the responsible team member,Escalate immediately to the sponsor,A,"The correct approach is update the project plan accordingly, aligned with PMI principles of proactive and collaborative management.",People,Agile,easy,train,synthetic_eco_v2
4705,A project manager is managing a Agile project. A communication breakdown arises related to people. What should the project manager do first?,Analyze the situation before acting,Ignore the issue temporarily,Replace the responsible team member,Escalate immediately to the sponsor,A,"The correct approach is analyze the situation before acting, aligned with PMI principles of proactive and collaborative management.",People,Agile,hard,validation,synthetic_eco_v2
4706,A project manager is managing a Agile project. A scope change request arises related to business. What should the project manager do first?,Ignore the issue temporarily,Replace the responsible team member,Escalate immediately to the sponsor,Escalate only after evaluation,D,"The correct approach is escalate only after evaluation, aligned with PMI principles of proactive and collaborative management.",Business,Agile,medium,validation,synthetic_eco_v2
4707,A project manager is managing a Agile project. A schedule delay arises related to people. What should the project manager do first?,Facilitate a discussion with stakeholders,Replace the responsible team member,Ignore the issue temporarily,Escalate immediately to the sponsor,A,"The correct approach is facilitate a discussion with stakeholders, aligned with PMI principles of proactive and collaborative management.",People,Agile,hard,validation,synthetic_eco_v2
4708,A project manager is managing a Hybrid project. A team conflict arises related to business. What should the project manager do first?,Replace the responsible team member,Escalate immediately to the sponsor,Facilitate a discussion with stakeholders,Ignore the issue temporarily,C,"The correct approach is facilitate a discussion with stakeholders, aligned with PMI principles of proactive and collaborative management.",Business,Hybrid,medium,test,synthetic_eco_v2
4709,A project manager is managing a Hybrid project. A resource shortage arises related to people. What should the project manager do first?,Replace the responsible team member,Escalate immediately to the sponsor,Review risk response strategies,Ignore the issue temporarily,C,"The correct approach is review risk response strategies, aligned with PMI principles of proactive and collaborative management.",People,Hybrid,medium,train,synthetic_eco_v2
4710,A project manager is managing a Hybrid project. A resource shortage arises related to process. What should the project manager do first?,Facilitate a discussion with stakeholders,Replace the responsible team member,Ignore the issue temporarily,Escalate immediately to the sponsor,A,"The correct approach is facilitate a discussion with stakeholders, aligned with PMI principles of proactive and collaborative management.",Process,Hybrid,hard,validation,synthetic_eco_v2
4711,A project manager is managing a Predictive project. A team conflict arises related to process. What should the project manager do first?,Replace the responsible team member,Ignore the issue temporarily,Facilitate a discussion with stakeholders,Escalate immediately to the sponsor,C,"The correct approach is facilitate a discussion with stakeholders, aligned with PMI principles of proactive and collaborative management.",Process,Predictive,medium,train,synthetic_eco_v2
4712,A project manager is managing a Agile project. A schedule delay arises related to process. What should the project manager do first?,Review risk response strategies,Ignore the issue temporarily,Escalate immediately to the sponsor,Replace the responsible team member,A,"The correct approach is review risk response strategies, aligned with PMI principles of proactive and collaborative management.",Process,Agile,easy,train,synthetic_eco_v2
4713,A project manager is managing a Hybrid project. A scope change request arises related to people. What should the project manager do first?,Ignore the issue temporarily,Escalate immediately to the sponsor,Replace the responsible team member,Facilitate a discussion with stakeholders,D,"The correct approach is facilitate a discussion with stakeholders, aligned with PMI principles of proactive and collaborative management.",People,Hybrid,hard,validation,synthetic_eco_v2
4714,A project manager is managing a Predictive project. A scope change request arises related to process. What should the project manager do first?,Escalate immediately to the sponsor,Engage the team to find a solution,Ignore the issue temporarily,Replace the responsible team member,B,"The correct approach is engage the team to find a solution, aligned with PMI principles of proactive and collaborative management.",Process,Predictive,medium,train,synthetic_eco_v2
4715,A project manager is managing a Predictive project. A team conflict arises related to people. What should the project manager do first?,Ignore the issue temporarily,Replace the responsible team member,Escalate immediately to the sponsor,Engage the team to find a solution,D,"The correct approach is engage the team to find a solution, aligned with PMI principles of proactive and collaborative management.",People,Predictive,hard,train,synthetic_eco_v2
4716,A project manager is managing a Agile project. A stakeholder disagreement arises related to business. What should the project manager do first?,Replace the responsible team member,Escalate immediately to the sponsor,Escalate only after evaluation,Ignore the issue temporarily,C,"The correct approach is escalate only after evaluation, aligned with PMI principles of proactive and collaborative management.",Business,Agile,medium,test,synthetic_eco_v2
4717,A project manager is managing a Predictive project. A schedule delay arises related to people. What should the project manager do first?,Update the project plan accordingly,Ignore the issue temporarily,Replace the responsible team member,Escalate immediately to the sponsor,A,"The correct approach is update the project plan accordingly, aligned with PMI principles of proactive and collaborative management.",People,Predictive,medium,test,synthetic_eco_v2
4718,A project manager is managing a Hybrid project. A team conflict arises related to process. What should the project manager do first?,Replace the responsible team member,Review risk response strategies,Escalate immediately to the sponsor,Ignore the issue temporarily,B,"The correct approach is review risk response strategies, aligned with PMI principles of proactive and collaborative management.",Process,Hybrid,medium,train,synthetic_eco_v2
4719,A project manager is managing a Hybrid project. A team conflict arises related to process. What should the project manager do first?,Ignore the issue temporarily,Facilitate a discussion with stakeholders,Escalate immediately to the sponsor,Replace the responsible team member,B,"The correct approach is facilitate a discussion with stakeholders, aligned with PMI principles of proactive and collaborative management.",Process,Hybrid,easy,train,synthetic_eco_v2
4720,A project manager is managing a Hybrid project. A scope change request arises related to people. What should the project manager do first?,Replace the responsible team member,Engage the team to find a solution,Ignore the issue temporarily,Escalate immediately to the sponsor,B,"The correct approach is engage the team to find a solution, aligned with PMI principles of proactive and collaborative management.",People,Hybrid,easy,train,synthetic_eco_v2
4721,A project manager is managing a Predictive project. A scope change request arises related to people. What should the project manager do first?,Escalate immediately to the sponsor,Ignore the issue temporarily,Update the project plan accordingly,Replace the responsible team member,C,"The correct approach is update the project plan accordingly, aligned with PMI principles of proactive and collaborative management.",People,Predictive,easy,train,synthetic_eco_v2
4722,A project manager is managing a Agile project. A quality issue arises related to business. What should the project manager do first?,Escalate immediately to the sponsor,Ignore the issue temporarily,Replace the responsible team member,Escalate only after evaluation,D,"The correct approach is escalate only after evaluation, aligned with PMI principles of proactive and collaborative management.",Business,Agile,medium,validation,synthetic_eco_v2
4723,A project manager is managing a Agile project. A risk identification arises related to business. What should the project manager do first?,Escalate immediately to the sponsor,Ignore the issue temporarily,Update the project plan accordingly,Replace the responsible team member,C,"The correct approach is update the project plan accordingly, aligned with PMI principles of proactive and collaborative management.",Business,Agile,hard,train,synthetic_eco_v2
4724,A project manager is managing a Predictive project. A schedule delay arises related to people. What should the project manager do first?,Facilitate a discussion with stakeholders,Escalate immediately to the sponsor,Ignore the issue temporarily,Replace the responsible team member,A,"The correct approach is facilitate a discussion with stakeholders, aligned with PMI principles of proactive and collaborative management.",People,Predictive,medium,train,synthetic_eco_v2
4725,A project manager is managing a Agile project. A quality issue arises related to process. What should the project manager do first?,Escalate immediately to the sponsor,Ignore the issue temporarily,Facilitate a discussion with stakeholders,Replace the responsible team member,C,"The correct approach is facilitate a discussion with stakeholders, aligned with PMI principles of proactive and collaborative management.",Process,Agile,medium,train,synthetic_eco_v2
4726,A project manager is managing a Agile project. A risk identification arises related to people. What should the project manager do first?,Escalate immediately to the sponsor,Replace the responsible team member,Ignore the issue temporarily,Facilitate a discussion with stakeholders,D,"The correct approach is facilitate a discussion with stakeholders, aligned with PMI principles of proactive and collaborative management.",People,Agile,hard,train,synthetic_eco_v2
4727,A project manager is managing a Predictive project. A schedule delay arises related to people. What should the project manager do first?,Ignore the issue temporarily,Analyze the situation before acting,Escalate immediately to the sponsor,Replace the responsible team member,B,"The correct approach is analyze the situation before acting, aligned with PMI principles of proactive and collaborative management.",People,Predictive,hard,validation,synthetic_eco_v2
4728,A project manager is managing a Agile project. A resource shortage arises related to people. What should the project manager do first?,Replace the responsible team member,Escalate only after evaluation,Escalate immediately to the sponsor,Ignore the issue temporarily,B,"The correct approach is escalate only after evaluation, aligned with PMI principles of proactive and collaborative management.",People,Agile,easy,train,synthetic_eco_v2
4729,A project manager is managing a Agile project. A stakeholder disagreement arises related to business. What should the project manager do first?,Escalate immediately to the sponsor,Review risk response strategies,Replace the responsible team member,Ignore the issue temporarily,B,"The correct approach is review risk response strategies, aligned with PMI principles of proactive and collaborative management.",Business,Agile,easy,train,synthetic_eco_v2
4730,A project manager is managing a Predictive project. A quality issue arises related to process. What should the project manager do first?,Ignore the issue temporarily,Escalate immediately to the sponsor,Analyze the situation before acting,Replace the responsible team member,C,"The correct approach is analyze the situation before acting, aligned with PMI principles of proactive and collaborative management.",Process,Predictive,hard,train,synthetic_eco_v2
4731,A project manager is managing a Predictive project. A resource shortage arises related to business. What should the project manager do first?,Escalate only after evaluation,Ignore the issue temporarily,Replace the responsible team member,Escalate immediately to the sponsor,A,"The correct approach is escalate only after evaluation, aligned with PMI principles of proactive and collaborative management.",Business,Predictive,medium,train,synthetic_eco_v2
4732,A project manager is managing a Agile project. A quality issue arises related to process. What should the project manager do first?,Ignore the issue temporarily,Escalate immediately to the sponsor,Analyze the situation before acting,Replace the responsible team member,C,"The correct approach is analyze the situation before acting, aligned with PMI principles of proactive and collaborative management.",Process,Agile,easy,train,synthetic_eco_v2
4733,A project manager is managing a Predictive project. A quality issue arises related to business. What should the project manager do first?,Escalate immediately to the sponsor,Replace the responsible team member,Engage the team to find a solution,Ignore the issue temporarily,C,"The correct approach is engage the team to find a solution, aligned with PMI principles of proactive and collaborative management.",Business,Predictive,hard,validation,synthetic_eco_v2
4734,A project manager is managing a Hybrid project. A team conflict arises related to process. What should the project manager do first?,Replace the responsible team member,Ignore the issue temporarily,Escalate immediately to the sponsor,Facilitate a discussion with stakeholders,D,"The correct approach is facilitate a discussion with stakeholders, aligned with PMI principles of proactive and collaborative management.",Process,Hybrid,easy,train,synthetic_eco_v2
4735,A project manager is managing a Agile project. A team conflict arises related to people. What should the project manager do first?,Escalate immediately to the sponsor,Analyze the situation before acting,Ignore the issue temporarily,Replace the responsible team member,B,"The correct approach is analyze the situation before acting, aligned with PMI principles of proactive and collaborative management.",People,Agile,easy,train,synthetic_eco_v2
4736,A project manager is managing a Hybrid project. A resource shortage arises related to process. What should the project manager do first?,Ignore the issue temporarily,Escalate immediately to the sponsor,Replace the responsible team member,Escalate only after evaluation,D,"The correct approach is escalate only after evaluation, aligned with PMI principles of proactive and collaborative management.",Process,Hybrid,easy,train,synthetic_eco_v2
4737,A project manager is managing a Agile project. A risk identification arises related to people. What should the project manager do first?,Escalate only after evaluation,Replace the responsible team member,Escalate immediately to the sponsor,Ignore the issue temporarily,A,"The correct approach is escalate only after evaluation, aligned with PMI principles of proactive and collaborative management.",People,Agile,hard,train,synthetic_eco_v2
4738,A project manager is managing a Hybrid project. A quality issue arises related to business. What should the project manager do first?,Ignore the issue temporarily,Replace the responsible team member,Escalate immediately to the sponsor,Analyze the situation before acting,D,"The correct approach is analyze the situation before acting, aligned with PMI principles of proactive and collaborative management.",Business,Hybrid,easy,train,synthetic_eco_v2
4739,A project manager is managing a Predictive project. A stakeholder disagreement arises related to people. What should the project manager do first?,Replace the responsible team member,Escalate only after evaluation,Ignore the issue temporarily,Escalate immediately to the sponsor,B,"The correct approach is escalate only after evaluation, aligned with PMI principles of proactive and collaborative management.",People,Predictive,easy,validation,synthetic_eco_v2
4740,A project manager is managing a Hybrid project. A risk identification arises related to people. What should the project manager do first?,Review risk response strategies,Ignore the issue temporarily,Replace the responsible team member,Escalate immediately to the sponsor,A,"The correct approach is review risk response strategies, aligned with PMI principles of proactive and collaborative management.",People,Hybrid,medium,train,synthetic_eco_v2
4741,A project manager is managing a Hybrid project. A scope change request arises related to people. What should the project manager do first?,Escalate immediately to the sponsor,Engage the team to find a solution,Replace the responsible team member,Ignore the issue temporarily,B,"The correct approach is engage the team to find a solution, aligned with PMI principles of proactive and collaborative management.",People,Hybrid,hard,train,synthetic_eco_v2
4742,A project manager is managing a Hybrid project. A risk identification arises related to process. What should the project manager do first?,Replace the responsible team member,Review risk response strategies,Escalate immediately to the sponsor,Ignore the issue temporarily,B,"The correct approach is review risk response strategies, aligned with PMI principles of proactive and collaborative management.",Process,Hybrid,hard,validation,synthetic_eco_v2
4743,A project manager is managing a Agile project. A team conflict arises related to business. What should the project manager do first?,Escalate immediately to the sponsor,Replace the responsible team member,Ignore the issue temporarily,Update the project plan accordingly,D,"The correct approach is update the project plan accordingly, aligned with PMI principles of proactive and collaborative management.",Business,Agile,hard,train,synthetic_eco_v2
4744,A project manager is managing a Hybrid project. A schedule delay arises related to business. What should the project manager do first?,Escalate immediately to the sponsor,Replace the responsible team member,Ignore the issue temporarily,Update the project plan accordingly,D,"The correct approach is update the project plan accordingly, aligned with PMI principles of proactive and collaborative management.",Business,Hybrid,easy,train,synthetic_eco_v2
4745,A project manager is managing a Predictive project. A stakeholder disagreement arises related to people. What should the project manager do first?,Replace the responsible team member,Ignore the issue temporarily,Escalate immediately to the sponsor,Review risk response strategies,D,"The correct approach is review risk response strategies, aligned with PMI principles of proactive and collaborative management.",People,Predictive,easy,train,synthetic_eco_v2
4746,A project manager is managing a Agile project. A stakeholder disagreement arises related to process. What should the project manager do first?,Facilitate a discussion with stakeholders,Ignore the issue temporarily,Escalate immediately to the sponsor,Replace the responsible team member,A,"The correct approach is facilitate a discussion with stakeholders, aligned with PMI principles of proactive and collaborative management.",Process,Agile,medium,validation,synthetic_eco_v2
4747,A project manager is managing a Agile project. A team conflict arises related to people. What should the project manager do first?,Ignore the issue temporarily,Escalate immediately to the sponsor,Replace the responsible team member,Facilitate a discussion with stakeholders,D,"The correct approach is facilitate a discussion with stakeholders, aligned with PMI principles of proactive and collaborative management.",People,Agile,easy,validation,synthetic_eco_v2
4748,A project manager is managing a Predictive project. A scope change request arises related to process. What should the project manager do first?,Review risk response strategies,Escalate immediately to the sponsor,Ignore the issue temporarily,Replace the responsible team member,A,"The correct approach is review risk response strategies, aligned with PMI principles of proactive and collaborative management.",Process,Predictive,easy,train,synthetic_eco_v2
4749,A project manager is managing a Agile project. A scope change request arises related to business. What should the project manager do first?,Analyze the situation before acting,Replace the responsible team member,Ignore the issue temporarily,Escalate immediately to the sponsor,A,"The correct approach is analyze the situation before acting, aligned with PMI principles of proactive and collaborative management.",Business,Agile,medium,train,synthetic_eco_v2
4750,A project manager is managing a Hybrid project. A schedule delay arises related to process. What should the project manager do first?,Engage the team to find a solution,Replace the responsible team member,Escalate immediately to the sponsor,Ignore the issue temporarily,A,"The correct approach is engage the team to find a solution, aligned with PMI principles of proactive and collaborative management.",Process,Hybrid,medium,validation,synthetic_eco_v2
4751,A project manager is managing a Predictive project. A risk identification arises related to process. What should the project manager do first?,Escalate immediately to the sponsor,Ignore the issue temporarily,Replace the responsible team member,Escalate only after evaluation,D,"The correct approach is escalate only after evaluation, aligned with PMI principles of proactive and collaborative management.",Process,Predictive,hard,train,synthetic_eco_v2
4752,A project manager is managing a Predictive project. A communication breakdown arises related to process. What should the project manager do first?,Replace the responsible team member,Ignore the issue temporarily,Escalate immediately to the sponsor,Escalate only after evaluation,D,"The correct approach is escalate only after evaluation, aligned with PMI principles of proactive and collaborative management.",Process,Predictive,medium,train,synthetic_eco_v2
4753,A project manager is managing a Hybrid project. A communication breakdown arises related to people. What should the project manager do first?,Ignore the issue temporarily,Escalate only after evaluation,Escalate immediately to the sponsor,Replace the responsible team member,B,"The correct approach is escalate only after evaluation, aligned with PMI principles of proactive and collaborative management.",People,Hybrid,medium,train,synthetic_eco_v2
4754,A project manager is managing a Predictive project. A risk identification arises related to people. What should the project manager do first?,Escalate immediately to the sponsor,Ignore the issue temporarily,Replace the responsible team member,Analyze the situation before acting,D,"The correct approach is analyze the situation before acting, aligned with PMI principles of proactive and collaborative management.",People,Predictive,easy,validation,synthetic_eco_v2
4755,A project manager is managing a Agile project. A risk identification arises related to process. What should the project manager do first?,Escalate immediately to the sponsor,Review risk response strategies,Ignore the issue temporarily,Replace the responsible team member,B,"The correct approach is review risk response strategies, aligned with PMI principles of proactive and collaborative management.",Process,Agile,hard,train,synthetic_eco_v2
4756,A project manager is managing a Predictive project. A resource shortage arises related to process. What should the project manager do first?,Escalate only after evaluation,Ignore the issue temporarily,Replace the responsible team member,Escalate immediately to the sponsor,A,"The correct approach is escalate only after evaluation, aligned with PMI principles of proactive and collaborative management.",Process,Predictive,hard,train,synthetic_eco_v2
4757,A project manager is managing a Predictive project. A scope change request arises related to business. What should the project manager do first?,Escalate only after evaluation,Replace the responsible team member,Ignore the issue temporarily,Escalate immediately to the sponsor,A,"The correct approach is escalate only after evaluation, aligned with PMI principles of proactive and collaborative management.",Business,Predictive,hard,validation,synthetic_eco_v2
4758,A project manager is managing a Predictive project. A risk identification arises related to business. What should the project manager do first?,Escalate immediately to the sponsor,Replace the responsible team member,Ignore the issue temporarily,Escalate only after evaluation,D,"The correct approach is escalate only after evaluation, aligned with PMI principles of proactive and collaborative management.",Business,Predictive,medium,train,synthetic_eco_v2
4759,A project manager is managing a Predictive project. A schedule delay arises related to process. What should the project manager do first?,Replace the responsible team member,Ignore the issue temporarily,Analyze the situation before acting,Escalate immediately to the sponsor,C,"The correct approach is analyze the situation before acting, aligned with PMI principles of proactive and collaborative management.",Process,Predictive,easy,train,synthetic_eco_v2
4760,A project manager is managing a Predictive project. A risk identification arises related to business. What should the project manager do first?,Replace the responsible team member,Escalate immediately to the sponsor,Facilitate a discussion with stakeholders,Ignore the issue temporarily,C,"The correct approach is facilitate a discussion with stakeholders, aligned with PMI principles of proactive and collaborative management.",Business,Predictive,hard,train,synthetic_eco_v2
4761,A project manager is managing a Hybrid project. A communication breakdown arises related to business. What should the project manager do first?,Replace the responsible team member,Escalate immediately to the sponsor,Analyze the situation before acting,Ignore the issue temporarily,C,"The correct approach is analyze the situation before acting, aligned with PMI principles of proactive and collaborative management.",Business,Hybrid,medium,test,synthetic_eco_v2
4762,A project manager is managing a Predictive project. A quality issue arises related to people. What should the project manager do first?,Engage the team to find a solution,Ignore the issue temporarily,Replace the responsible team member,Escalate immediately to the sponsor,A,"The correct approach is engage the team to find a solution, aligned with PMI principles of proactive and collaborative management.",People,Predictive,easy,train,synthetic_eco_v2
